proj_unixname	real_url	datasource_id
bossxo	http://boss.bekk.no/boss/xo	57
bosszilla	http://bosszilla.sourceforge.net	57
bostech-cbesb	http://bostech-cbesb.sourceforge.net	57
bot-msn	http://bot-msn.sourceforge.net	57
bot-trap	http://danielwebb.us/software/bot-trap	57
bot2c	http://bot2c.sourceforge.net	57
botanicalvis	http://botanicalvis.sourceforge.net	57
botarena	http://botarena.sourceforge.net	57
botblizzard	http://botblizzard.sourceforge.net	57
botbox	http://botbox.sourceforge.net	57
botfrenzy	http://botfrenzy.sourceforge.net	57
bothans	http://ngmtsrv1.neocles.com	57
botija	http://botija.sourceforge.net	57
botix	http://botix.sourceforge.net	57
botkiller	http://botkiller.sourceforge.net	57
botl	http://botl.sourceforge.net	57
botlogger	http://botlogger.sourceforge.net	57
botmasters	http://botmasters.sourceforge.net	57
botnet	http://botnet.sourceforge.net	57
botoptimizer	http://botoptimizer.sourceforge.net	57
botp2004	http://botp2004.sourceforge.net	57
bots	http://bots.sourceforge.net	57
botsatac	http://botsatac.sourceforge.net	57
botscan	http://botscan.sourceforge.net	57
botsgame	http://botsgame.sourceforge.net	57
botshark	http://botshark.sourceforge.net	57
botshispanobdd	http://botshispanobdd.sourceforge.net	57
botsnscouts	http://botsnscouts.sourceforge.net	57
botsuit	NULL	57
botsystem	http://botsystem.sourceforge.net	57
bottleimp-forum	http://bottleimp-forum.sourceforge.net	57
bottleimp-mama	http://bottleimp-mama.sourceforge.net	57
bottlekap	http://bottlekap.sourceforge.net	57
bottleneckmngt	http://bottleneckmngt.sourceforge.net	57
bottler	http://bottler.sourceforge.net	57
bottomfeeder	http://www.cincomsmalltalk.com/BottomFeeder	57
bottomline	http://bottomline.sourceforge.net	57
bottomupcs	http://bottomupcs.sourceforge.net	57
bottool	http://bottool.sourceforge.net	57
bottor	http://bottor.sourceforge.net	57
botulin	http://botulin.sourceforge.net	57
botux	http://botux.sourceforge.net	57
botwars	http://botwars.sourceforge.net	57
botworks	http://botworks.sourceforge.net	57
botworx	http://www.botworx.org	57
botzilla	http://botzilla.sourceforge.net	57
botzo	http://botzo.sourceforge.net	57
boucherot	http://boucherot.sourceforge.net	57
boudoin	http://boudoin.mayaxatl.org	57
boule	http://boule.sourceforge.net	57
boulevard	http://boulevard.sourceforge.net	57
bounce	http://www.edankert.com/bounce/index.html	57
bounce-balls	http://bounce-balls.sourceforge.net	57
bounce-me-buddy	http://bounce-me-buddy.sourceforge.net	57
bounce-wars	http://bounce-wars.sourceforge.net	57
bouncefw	http://bouncefw.sourceforge.net	57
bouncer	http://bouncer.sourceforge.net	57
bouncer-xbox	http://bouncer-xbox.sourceforge.net	57
bouncespam	http://bouncespam.sourceforge.net	57
bouncethis	http://bouncethis.linear.cc/	57
boundschecking	http://boundschecking.sourceforge.net	57
bountyxp	http://bountyxp.sourceforge.net	57
bounzor	http://bounzor.sourceforge.net	57
bouquet	http://bouquet.sourceforge.net	57
bourriquet-aos	http://bourriquet-aos.sourceforge.net	57
boursowatch	http://boursowatch.sourceforge.net	57
boutik	http://boutik.sourceforge.net	57
boutscoretime	http://boutscoretime.sourceforge.net	57
bovad	http://bovad.sourceforge.net	57
bovine	http://bovine.sourceforge.net	57
bovineos	http://bovineos.sourceforge.net/	57
bow	http://bow.sourceforge.net	57
bowae	http://bowae.sourceforge.net	57
bowkore	http://bowkore.sourceforge.net	57
bowlfish	http://pwp.netcabo.pt/deepsea	57
bowlingdb	http://bowlingdb.sourceforge.net	57
bowlingwh	http://bowlingwh.sourceforge.net	57
bowml	http://bowml.sourceforge.net	57
bowser	http://Bowser.sourceforge.net	57
bowsim	http://bowsim.sourceforge.net	57
bowtie	http://bowtie.sourceforge.net	57
box	http://box.sourceforge.net	57
box-stuffer	http://box-stuffer.sourceforge.net	57
box20	http://box20.sourceforge.net	57
boxbackup	http://www.fluffy.co.uk/boxbackup/	57
boxcms	http://fireant.co.nz	57
boxcount	http://boxcount.sourceforge.net	57
boxcrypt	http://boxcrypt.sourceforge.net	57
boxedge	http://edge.dev.box.sk	57
boxedirc	http://boxedirc.sourceforge.net	57
boxenircu	NULL	57
boxenv	http://boxenv.sourceforge.net	57
boxes	http://boxes.sourceforge.net	57
boxfit	http://boxfit.sourceforge.net	57
boxi	http://boxi.sourceforge.net	57
boxit	http://boxit.sourceforge.net	57
boxman	http://boxman.sourceforge.net	57
boxnetapi	http://boxnetapi.sourceforge.net	57
boxp	http://boxp.sourceforge.net	57
boxphreak	http://www.whitehatblackhat.com/	57
boxshade	http://boxshade.sourceforge.net	57
boxsql	http://boxsql.sourceforge.net	57
boxstar	http://boxstar.sourceforge.net	57
boxworld2	http://boxworld2.sourceforge.net	57
boxxmon	http://boxxmon.sourceforge.net	57
boy	http://boy.sourceforge.net	57
boyeeediter	http://boyeeediter.sourceforge.net	57
bozhiteli	http://bozhiteli.sourceforge.net	57
bozos	http://bozos.sourceforge.net	57
bozzbin	http://bozzbin.sourceforge.net	57
bp-cms	http://bp-cms.sourceforge.net	57
bp-cms-commons	http://bp-cms-commons.sourceforge.net	57
bp2k6	http://www.bolzplatz2006.de	57
bp2ps	http://bp2ps.sourceforge.net	57
bp4ip	http://bp4ip.sourceforge.net	57
bpaccess	http://www.didac-pro.de/bpaccess/bpaccess.php	57
bpalogin	http://bpalogin.sourceforge.net	57
bpanna	http://bpanna.sourceforge.net	57
bpaste	http://bpaste.sourceforge.net	57
bpb	http://bpb.sourceforge.net	57
bpc	http://bpc.sourceforge.net	57
bpclientd	http://bpclientd.sourceforge.net	57
bpdf	http://bpdf.sourceforge.net	57
bpe	http://bpe.sourceforge.net	57
bpeclipse	http://bpeclipse.sourceforge.net	57
bpedit	http://bpedit.sourceforge.net	57
bpeditor	http://open.eseth.com/bpShitEditor.php	57
bpel-net	http://bpel-net.sourceforge.net	57
bpel2yawl	http://bpel2yawl.sourceforge.net	57
bpel4j	http://bpel4j.sourceforge.net	57
bpel4ws2owls	http://bpel4ws2owls.sourceforge.net	57
bpelunit	http://bpelunit.sourceforge.net	57
bpex	http://bpex.sourceforge.net	57
bpfat	http://bpfat.sourceforge.net	57
bpft4	http://bpft4.sourceforge.net	57
bphilcal	http://opteryx.dyndns.org/bphilcal	57
bpishc	http://bwian.sourceforge.net	57
bpkit	http://bpkit.sourceforge.net	57
bplay	http://bplay.sourceforge.net	57
bplayer	http://bplayer.sourceforge.net	57
bplex	http://bplex.sourceforge.net	57
bplhopb	http://bplhopb.sourceforge.net	57
bplog	NULL	57
bplusdotnet	http://bplusdotnet.sourceforge.net	57
bpm	http://bpm.sourceforge.net	57
bpmagic	http://home.columbus.rr.com/bpmagic/	57
bpmail	http://bpmail.sourceforge.net	57
bpmanager	http://bpmanager.sourceforge.net	57
bpmatch	http://bpmatch.sourceforge.net	57
bpmdesigner	http://bpmdesigner.sourceforge.net	57
bpmdetect	http://bpmdetect.sourceforge.net	57
bpmdj	http://bpmdj.sourceforge.net/	57
bpml	http://bpml.sourceforge.net	57
bpmn-ride	http://bpmn-ride.sourceforge.net	57
bpmnpop	http://bpmnpop.sourceforge.net	57
bpms	http://bpms.sourceforge.net	57
bpmscript	http://bpmscript.sourceforge.net	57
bpmspace	http://bpmspace.org/	57
bpmsuite	http://bpmsuite.sourceforge.net	57
bpmsuiteurp	http://bpmsuiteurp.sourceforge.net	57
bpnpp	http://bpnpp.sourceforge.net	57
bpobject	http://bpobject.sourceforge.net	57
bpowerd	http://bpowerd.sourceforge.net	57
bpp	http://bpp.sourceforge.net	57
bpquotes	http://bpquotes.sourceforge.net	57
bpractitioner	http://bpractitioner.sourceforge.net	57
bproc	http://bproc.sourceforge.net	57
bprocessor	http://bprocessor.sourceforge.net	57
bpros	http://bpros.sourceforge.net	57
bps	http://bps.sourceforge.net	57
bptree	http://bptree.sourceforge.net	57
bpu	http://bpu.sourceforge.net	57
bpwd	http://bpwd.sourceforge.net	57
bpwj	http://bpwj.sourceforge.net	57
bpws	http://bpws.sourceforge.net	57
bpx	http://bpx.wackomenace.co.uk	57
bpynorma	http://bpynorma.sourceforge.net	57
bqcollector	http://bqcollector.sourceforge.net	57
bqlr	http://bqlr.sourceforge.net	57
bqos	http://bqos.sourceforge.net	57
bquestengine	http://www.skyesurfer.net/keless/IrrLicht/RPG/	57
br-api	http://br-api.sourceforge.net	57
br-gaia	http://br-gaia.sourceforge.net	57
br3-obd2	http://br3-obd2.sourceforge.net	57
bra	http://bra.sourceforge.net	57
brabosphere	http://brabosphere.sourceforge.net	57
braceletdesign	http://braceletdesign.sourceforge.net	57
bracket-tracker	http://bracket-tracker.sourceforge.net	57
brackets	http://brackets.sourceforge.net	57
brackettool	http://brackettool.sourceforge.net	57
bradabra	http://bradabra.sourceforge.net	57
bradley	http://projectbradley.com	57
bradob	http://bradob.sourceforge.net	57
bradypus	http://bradypus.sourceforge.net	57
brag	http://brag.sourceforge.net	57
brage-cm	http://brage-cm.sourceforge.net	57
bragi	http://bragi.sourceforge.net	57
brago	http://brago.sourceforge.net	57
brago2	http://brago2.sourceforge.net	57
bragpal	http://bragpal.sourceforge.net	57
brahma	http://brahma.sourceforge.net	57
brahma-fx	http://brahma.ananthonline.net	57
brahmi	http://brahmi.sourceforge.net	57
brahmi-mail	http://brahmi-mail.sourceforge.net	57
brahms	http://brahms.sourceforge.net	57
braifo	http://braifo.sourceforge.net	57
brailleamp	http://brailleamp.sourceforge.net	57
braillecodes	http://braillecodes.sourceforge.net	57
brain	http://brain.sourceforge.net	57
brain-boost	http://brain-boost.sourceforge.net	57
brain-game	http://brain-game.sourceforge.net	57
brain-wars	http://svn.sourceforge.net/viewcvs.cgi/*checkout*/brain-wars/doc/html/index.html	57
brainblast	http://brainblast.sourceforge.net	57
brainbox	http://brainbox.sourceforge.net	57
brainbug	http://brainbug.sourceforge.net	57
braincells	http://src.braincells.com/	57
braincurses	http://braincurses.sourceforge.net	57
braindead	http://braindead.sourceforge.net	57
braindump	http://braindump.sourceforge.net	57
brainflow	http://brainflow.sourceforge.net	57
brainflux	http://brainflux.sourceforge.net	57
brainfoo	http://brainfoo.sourceforge.net	57
brainfuck	http://brainfuck.sourceforge.net	57
brainfx	http://www-staff.psychiatry.cam.ac.uk/~co224/projects/brainfx/index.html	57
braingain	http://braingain.sourceforge.net	57
brainkrash	http://brainkrash.com/software/?id=1	57
brainlink	http://brainlink.sourceforge.net	57
brainnet	http://brainnet.sourceforge.net	57
brainnt	http://brainnt.sourceforge.net	57
brainparty	http://brainparty.sourceforge.net	57
brainpunch	http://brainpunch.sourceforge.net	57
brainrelax	http://brainrelax.sourceforge.net	57
brainrss	http://brainrss.sourceforge.net	57
brainscript	http://brainscript.sourceforge.net	57
brainsquash	http://brainsquash.sourceforge.net	57
brainstamp	http://brainstamp.sourceforge.net	57
brainstorm	http://www.jeremymorgan.com	57
brainstraindbg	http://brainstraindbg.sourceforge.net	57
brainterrace	http://brainterrace.sourceforge.net	57
braintop	http://braintop.sourceforge.net	57
brainware	http://dev.brainworkers.net	57
brainwash	http://brainwash.sourceforge.net	57
braiter	http://braiter.sourceforge.net	57
brakerelease	http://brakerelease.sourceforge.net	57
brambi	NULL	57
bramble	http://bramble.sourceforge.net	57
branches	http://branches.sourceforge.net	57
branchseeker	http://branchseeker.sourceforge.net	57
brandmaker	http://brandmaker.sourceforge.net	57
brandy	http://brandy.sourceforge.net	57
brandywine1	http://brandywine1.sourceforge.net	57
branscan	http://branscan.sourceforge.net	57
brantbots	http://brantbots.sourceforge.net	57
brapster	http://brapster.sourceforge.net	57
brasilnuke	http://brasilnuke.sourceforge.net	57
braslib	http://braslib.sourceforge.net	57
brasnerd	http://brasnerd.sourceforge.net	57
brass	http://brass.sourceforge.net	57
bratenfett	http://bratenfett.sourceforge.net	57
bratsproc	http://bratsproc.sourceforge.net	57
braveat	http://braveat.sourceforge.net	57
bravenewworld	http://bravenewworld.sourceforge.net	57
brawl	http://brawl.sourceforge.net	57
brawlonline	http://brawlonline.sourceforge.net	57
brazier	http://brazier.sourceforge.net	57
brazilfw	http://brazilfw.sourceforge.net	57
brazu	http://brazu.sourceforge.net	57
brcluster	http://brcluster.sourceforge.net	57
brcm6345-linux	http://brcm6345-linux.sourceforge.net	57
brconfig	http://brconfig.sourceforge.net	57
brcontrol	http://brcontrol.sourceforge.net	57
bre-revised	http://makotols.ath.cx/bre	57
bre4j	http://bre4j.sourceforge.net	57
breach	http://breach.sourceforge.net	57
breadbox	http://breadbox.sourceforge.net	57
breadcrumb	http://breadcrumb.sourceforge.net	57
breakalert	http://breakalert.sourceforge.net	57
breakanoid	http://breakanoid.sourceforge.net	57
breakevilaxis	http://breakevilaxis.sourceforge.net	57
breakinguard	http://breakinguard.sourceforge.net	57
breakit	http://home.arcor.de/mithun	57
breakjava	http://breakjava.sourceforge.net	57
breakthehouse	http://breakthehouse.sourceforge.net	57
breakwater	http://breakwater.sourceforge.net	57
breakxpress	http://breakxpress.sourceforge.net	57
breathe	http://breathe.sourceforge.net	57
breathoffantasy	http://breathoffantasy.sourceforge.net	57
breed	http://breed.sourceforge.net	57
breeze	http://breeze.sourceforge.net	57
breeze-cms	http://breeze-cms.sourceforge.net	57
breezedev	http://breezedev.sourceforge.net	57
breezle	http://breezle.sourceforge.net	57
breezy	http://breezy.sourceforge.net	57
brej	NULL	57
bremote	http://bremote.sourceforge.net	57
bren	http://bren.sourceforge.net	57
brephp	http://brePHP.sourceforge.net	57
breplibrary	http://breplibrary.sourceforge.net	57
bret	http://bret.sourceforge.net	57
bretagne	http://bretagne.sourceforge.net	57
bretus	http://bretus.sourceforge.net	57
breve	http://breve.sourceforge.net	57
brevity	http://brevity.sourceforge.net	57
brevus	http://brevus.sourceforge.net	57
brew-session	http://www.brewsession.com	57
brewaim	http://brewaim.sourceforge.net	57
brewback	http://brewback.sourceforge.net	57
brewblogger	http://www.brewblogger.net	57
brewcalc	http://brewcalc.sourceforge.net	57
brewery	http://brewery.sourceforge.net	57
brewmaster	http://brewmaster.sourceforge.net	57
brewnix	http://brewnix.sourceforge.net	57
brewprofiler	http://brewprofiler.sourceforge.net	57
brewsta	http://brewsta.sourceforge.net	57
brewster	http://brewster.sourceforge.net	57
brewthology	http://brewthology.com	57
brfint	http://brfint.sourceforge.net	57
brflog	http://brflog.sourceforge.net	57
brgui	http://brgui.sourceforge.net	57
briam	http://briam.sourceforge.net	57
brian	http://brian.sourceforge.net	57
brian-d-foy	http://brian-d-foy.sourceforge.net	57
brianselgoodies	NULL	57
briareos	http://briareos.sourceforge.net	57
bribble	http://www.bribble.com	57
bric-template	http://bric-template.sourceforge.net	57
brick	http://brick.sourceforge.net	57
brick-cms	http://www.brick-cms.org	57
brick-xml	http://brick-xml.sourceforge.net	57
brickclean	http://brickclean.sourceforge.net	57
brickdraw3d	http://brickdraw3d.sourceforge.net	57
brickinv	http://brickinv.sourceforge.net	57
brickivitz	http://brickivitz.sourceforge.net	57
bricklayer	http://bricklayer.sourceforge.net	57
bricklayer-perl	http://bricklayer-perl.sourceforge.net	57
brickoak	http://brickoak.sourceforge.net	57
brickoids	http://brickoids.sourceforge.net	57
brickos	http://brickos.sourceforge.net	57
brickrc	http://brickrc.sourceforge.net	57
bricks	http://bricks.sourceforge.net	57
bricks-os	http://www.bricks-os.org	57
bricks4j	http://bricks4j.sourceforge.net	57
bricksgame	http://bricksgame.sourceforge.net	57
bricksmith	http://bricksmith.sourceforge.net	57
brickstrike	http://brickstrike.sourceforge.net	57
bricksviewer	http://bricksviewer.sourceforge.net	57
bricktalk	http://bricktalk.sourceforge.net	57
brickweb	http://brickweb.sourceforge.net	57
brico	http://brico.sourceforge.net	57
bricolage	http://bricolage.cc/	57
bricspe	http://bricspe.sourceforge.net	57
bricxcc	http://bricxcc.sourceforge.net/	57
bridge	http://bridge.sourceforge.net	57
bridgecon	http://bridgecon.sourceforge.net	57
bridgedb	http://www.vietclever.org	57
bridgenet	http://bridgenet.sourceforge.net	57
bridgesim	http://bridgesim.sourceforge.net	57
bridgeskill	http://bridgeskill.sourceforge.net	57
bridgestudio	http://bridgestudio.sourceforge.net	57
bridgetools	http://bridgetools.sourceforge.net	57
bridgetown	http://bridgetown.sourceforge.net	57
brie	http://brie.sourceforge.net	57
brieftaube	http://brieftaube.sourceforge.net	57
bright	http://bright.sourceforge.net	57
brightconsult	http://brightconsult.sourceforge.net	57
brightd	http://www.opend.org	57
brightlight	http://brightlight.sourceforge.net	57
brightmoo	http://brightmoo.sourceforge.net	57
brights-acorn	http://brights-acorn.sourceforge.net	57
brightstar	http://brightstar.sourceforge.net	57
brihaspati	http://brihaspati.sourceforge.net	57
brije	http://brije.sourceforge.net	57
brikx	http://brikx.sourceforge.net	57
brilliant-bingo	http://www.brilliantbingo.info	57
brilliantcms	http://brilliantcms.sourceforge.net	57
brilliantportal	http://www.brilliantcode.org/	57
brillion	http://brillion.sourceforge.net	57
brim	http://www.brim-project.org	57
brimstone	http://brimstone.sourceforge.net	57
brimurph	NULL	57
brink	NULL	57
brinkofwar	http://brinkofwar.sourceforge.net	57
briolette	http://briolette.sourceforge.net	57
bripper	http://www.encoding-cluster.de	57
brisc	http://brisc.sourceforge.net	57
briscolan	http://briscolan.sourceforge.net	57
briscolone	http://briscolone.sourceforge.net	57
briskas	http://briskas.sourceforge.net	57
briskola	http://briskola.sourceforge.net	57
bristol	http://bristol.sourceforge.net	57
brit-thesaurus	http://brit-thesaurus.sourceforge.net	57
brite	http://brite.sourceforge.net	57
britelysched	http://britelysched.sourceforge.net	57
britney	http://britney.etoy.com	57
britrock-games	http://britrock-games.sourceforge.net	57
brix	http://brix.sourceforge.net	57
brix-os	http://brix-os.sourceforge.net	57
brl	http://brl.sourceforge.net/	57
brlcad	http://brlcad.org	57
brltex	http://brltex.sourceforge.net	57
brm	http://brm.sourceforge.net	57
broadbander	http://broadbander.sourceforge.net	57
broadbnd-manage	http://broadbnd-manage.sourceforge.net	57
broadcast	http://broadcast.sourceforge.net	57
broadcasterlive	http://broadcasterlive.sourceforge.net	57
broadcastgl	http://broadcastgl.sourceforge.net	57
broadcastorasql	http://broadcastorasql.sourceforge.net	57
broadcasttvxml	http://broadcasttvxml.sourceforge.net	57
broadcatcher	http://broadcatcher.sourceforge.net	57
broadsnatch	http://broadsnatch.sourceforge.net	57
broadway	http://broadway.sourceforge.net	57
brocade	http://brocade.sourceforge.net	57
broccoli	http://broccoli.sourceforge.net	57
brockmaestro	http://brockmaestro.sourceforge.net	57
broke-aid	http://broke-aid.sourceforge.net	57
brokenwing	http://brokenwing.sourceforge.net	57
brokeradapter	http://brokeradapter.sourceforge.net	57
brokeresb	http://brokeresb.sourceforge.net	57
brokerj2me	http://brokerj2me.sourceforge.net	57
brokermanager	http://brokermanager.sourceforge.net	57
bromo	http://bromo.sourceforge.net	57
broncologo	http://broncologo.sourceforge.net	57
brook	http://brook.sourceforge.net	57
broscanreporter	http://broscanreporter.sourceforge.net	57
brother-mfc	http://brother-mfc.sourceforge.net	57
brotherjonathan	http://www.brotherjonathan.org/	57
brouzer	http://brouzer.sourceforge.net	57
browlser	http://www.browlser.org	57
browmander	http://browmander.sourceforge.net	57
brownbag	http://brownbag.sourceforge.net	57
brownbuffalo	http://brownbuffalo.sourceforge.net	57
brownie	http://www.brianomeara.info/brownie	57
brownrpg	http://brownrpg.sourceforge.net	57
brownsauce	http://brownsauce.sourceforge.net	57
browscap-ini	http://browscap-ini.sourceforge.net	57
browse	http://browse.sourceforge.net	57
browseazureus	http://browseazureus.sourceforge.net	57
browsebyquery	http://browsebyquery.sourceforge.net	57
browsecd	http://browsecd.sourceforge.net	57
browsecvs	http://browsecvs.sourceforge.net	57
browseftp	http://browseftp.sourceforge.net	57
browseiteclipse	http://www.loevenwong.de/software/eclipse/eclipse-plugins.htm	57
browsemonkey	http://browsemonkey.sourceforge.net	57
browser-windows	http://browser-windows.sourceforge.net	57
browserbookapp	http://browserbookapp.sourceforge.net	57
browsergame-gof	http://browsergame-gof.sourceforge.net	57
browserhack	http://browserhack.sourceforge.net	57
browserik-3d	http://openkomunita.wikidot.com/3d-prehliadac	57
browserkit	http://browserkit.sourceforge.net	57
browserlaunch2	http://browserlaunch2.sourceforge.net	57
browsero	http://browsero.sourceforge.net	57
browserunit	http://browserunit.sourceforge.net	57
browzilla	http://browzilla.sourceforge.net	57
brozz87	http://brozz87.sourceforge.net	57
brpgtt	http://brpgtt.sourceforge.net	57
brproject	http://brproject.sourceforge.net	57
brrapi	http://brrapi.sourceforge.net	57
brrs	http://brrs.sourceforge.net	57
brs	http://brs.sourceforge.net	57
brswitcher	http://brswitcher.sourceforge.net	57
brt	http://brt.sourceforge.net	57
bruinbot	http://bruinbot.sourceforge.net	57
bruiser	http://bruiser.sourceforge.net	57
brules	http://brules.sourceforge.net	57
brume	http://chrisk.free.fr/cariboost2/	57
brunhilde	http://brunhilde.sourceforge.net	57
brunsfair	http://brunsfair.sourceforge.net	57
brush	http://brush.sourceforge.net	57
brustracja	http://brustracja.sourceforge.net	57
brutalchess	http://brutalchess.sourceforge.net	57
brutalis	http://brutalis.sourceforge.net	57
bruteblock	http://bruteblock.sourceforge.net	57
brutesque	http://brutesque.sourceforge.net	57
brutesshd	http://brutesshd.sourceforge.net	57
brutez	http://brutez.sourceforge.net	57
brutus	http://brutus.sourceforge.net	57
brv-dev-tools	http://brv-dev-tools.sourceforge.net	57
brx	http://brx.sourceforge.net	57
bryantca577	http://bryantca577.sourceforge.net	57
bryar	http://bryar.sourceforge.net	57
bs-magic	http://bs-magic.sourceforge.net	57
bs2b	http://bs2b.sourceforge.net	57
bs4j	http://bs4j.sourceforge.net	57
bsat	http://bsat.sourceforge.net	57
bsb	http://www.baykit.org/	57
bsc-rank	http://bsc-rank.sourceforge.net	57
bsc-torque-proj	http://bsc-torque-proj.sourceforge.net	57
bscan	http://bscan.sourceforge.net	57
bsck	http://bsck.sourceforge.net	57
bscms	http://bscms.sourceforge.net	57
bscribbles	http://bscribbles.sourceforge.net	57
bscript	http://bscript.sourceforge.net	57
bscriptinstall	http://bscriptinstall.sourceforge.net	57
bscweasel	http://www.bscweasel.de	57
bscwweasel	http://www.bscweasel.de	57
bsd-cp	http://bsd-cp.sourceforge.net	57
bsd-pstack	http://bsd-pstack.sourceforge.net	57
bsd-scripts	http://bsd-scripts.sourceforge.net	57
bsd-supdup	http://bsd-supdup.sourceforge.net	57
bsd-utils-aconf	http://bsd-utils-aconf.sourceforge.net	57
bsdadm	http://bsdadm.sourceforge.net	57
bsdadminscripts	http://bsdadminscripts.sourceforge.net	57
bsdaemon	http://bsdaemon.sourceforge.net	57
bsdbook	http://bsdbook.sourceforge.net	57
bsdbot	http://gamershomepage.com/bsdbot/	57
bsdbox	http://bsdbox.sourceforge.net	57
bsdcalendar	http://bsdcalendar.sourceforge.net	57
bsdchannel	http://bsdchannel.sourceforge.net	57
bsdcontact	http://bsdcontact.sourceforge.net	57
bsdfam	http://bsdfam.sourceforge.net	57
bsdfw	http://bsdfw.sourceforge.net	57
bsdpak	http://bsdpak.sourceforge.net	57
bsdpanel	http://bsdpanel.sourceforge.net	57
bsdsar	http://bsdsar.sourceforge.net	57
bsdscan	http://bsdscan.sourceforge.net	57
bsdsfv	http://bsdsfv.sourceforge.net	57
bsdsort	http://bsdsort.sourceforge.net	57
bsdsscs	http://bsdsscs.sourceforge.net	57
bsdstation	http://bsdstation.sourceforge.net	57
bsdstep	http://bsdstep.sourceforge.net	57
bsdsurfer	NULL	57
bsdtcl	http://bsdtcl.sourceforge.net	57
bse	http://bse.sourceforge.net	57
bse-clustering	http://bse-clustering.sourceforge.net	57
bsedit	http://bsedit.sourceforge.net	57
bserv	http://www.baykit.org/	57
bsf4rexx	http://bsf4rexx.sourceforge.net	57
bsfight	http://bsfight.sourceforge.net	57
bsflite	http://bsflite.sourceforge.net	57
bsfperl	http://bsfperl.sourceforge.net	57
bsframe	http://bsframe.sourceforge.net	57
bsframework	http://www.bs-factory.org	57
bsgs	http://bsgs.sourceforge.net	57
bshade	http://bshade.sourceforge.net	57
bsharp	http://bsharp.sourceforge.net	57
bshclipse	http://bshclipse.sourceforge.net	57
bshcom	http://bshcom.sourceforge.net	57
bsheet	http://bsheet.sourceforge.net	57
bshop	http://bshop.sourceforge.net	57
bshttpd	http://browerstats.org/	57
bshu	http://bshu.sourceforge.net	57
bsi-mak-scripts	http://bsi-mak-scripts.sourceforge.net	57
bside	http://www.devscott.org/projects/bside	57
bsiloadmaker	http://bsiloadmaker.sourceforge.net	57
bsim	http://bsim.sourceforge.net	57
bsinvoice	http://bsinvoice.sourceforge.net	57
bsip	http://bsip.sourceforge.net	57
bsirc	http://bsirc.sourceforge.net	57
bsl	http://bsl.sourceforge.net	57
bsm-crms	http://bsm-crms.ismypro.nl	57
bsma	http://www.sunhelpdesk.com	57
bsml	http://bsml.sourceforge.net	57
bsmp3	http://bsmp3.sourceforge.net	57
bsmtp2	http://www.qumran.org/homes/izzy/software/bsmtp	57
bsnc	http://bsnc.sourceforge.net	57
bsneva	http://bsneva.sourceforge.net	57
bsngui	http://bsngui.sourceforge.net	57
bsnoop	http://bsnoop.sourceforge.net	57
bso06352actions	http://bso06352actions.sourceforge.net	57
bsocks	http://bsocks.sourceforge.net	57
bsod	NULL	57
bsoftplayer	http://bsoftplayer.sourceforge.net	57
bspam	http://bspam.sourceforge.net	57
bspcc	http://bspcc.sourceforge.net	57
bspg	http://balanced-scorecard.webhop.org	57
bspi	http://bspi.sourceforge.net	57
bsplugin	http://bsplugin.sourceforge.net	57
bspmodule	http://javabsp.org/software/bsp/	57
bspolyglot	http://bspolyglot.sourceforge.net	57
bsponmpi	http://bsponmpi.sourceforge.net	57
bspresscenter	http://bspresscenter.sourceforge.net	57
bspro	http://bspro.sourceforge.net	57
bspslab	http://bspslab.sourceforge.net	57
bsse	http://bsse.sourceforge.net	57
bssh	http://bssh.sourceforge.net	57
bsspeak	http://bsspeak.sourceforge.net	57
bssrp	http://bssrp.sourceforge.net	57
bstamp	http://bstamp.sourceforge.net	57
bstray4osx	http://bstray4osx.sourceforge.net	57
bstring	http://bstring.sourceforge.net	57
bstring-mcc	http://www.sf.net/projects/bstring-mcc	57
bstutils	http://bstutils.sourceforge.net	57
bstwriter	http://bstwriter.sourceforge.net	57
bsulp	http://bsulp.sourceforge.net	57
bsumedialibrary	http://bsumedialibrary.sourceforge.net	57
bswizard	http://bswizard.sourceforge.net	57
bsxlog	http://bsxlog.sourceforge.net	57
bsxproject	http://bsxproject.sourceforge.net	57
bsynchronized	http://bsynchronized.sourceforge.net	57
bsys93	http://bsys93.sourceforge.net	57
bsyslog-agent	http://bsyslog-agent.sourceforge.net	57
bt-autoloader	http://bt-autoloader.sourceforge.net	57
bt-localizer	http://bt-localizer.sourceforge.net	57
bt-p2p	http://bt-p2p.sourceforge.net	57
bt-sotwf	http://bt-sotwf.sourceforge.net	57
bt-thud	http://bt-thud.sourceforge.net	57
bt3065	http://bt3065.sourceforge.net	57
bt848x	http://bt848x.sourceforge.net	57
bt878dvr	http://bt878dvr.sourceforge.net	57
btanks	http://btanks.sourceforge.net	57
btap-scho	http://btap-scho.sourceforge.net	57
btapi-kr	http://btapi-kr.sourceforge.net	57
btbot	http://btbot.sourceforge.net	57
btcalleridx100p	http://btcalleridx100p.sourceforge.net	57
btcc	http://btcc.sourceforge.net	57
btcentral-pws	http://www.btcentral.org.uk	57
btd	http://btd.sourceforge.net	57
btdevxchange	http://btdevxchange.sourceforge.net	57
btdsys	http://btdsys.sourceforge.net	57
btech	http://btech.sourceforge.net	57
btech-pbem	http://btech-pbem.sourceforge.net	57
btech1	http://btech1.sourceforge.net	57
btf	http://btf.sourceforge.net	57
btfile2007	http://btfile2007.sourceforge.net	57
